TOPIC,TAXONOMY,CLASSIFICATION,GROUP,SUBGROUP,TIME_PERIOD,ESTIMATE,ESTIMATE_LCI,ESTIMATE_UCI,Barrier_Type
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, Hispanic",2020,5.1,4.2,6.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, Hispanic",2021,4.1,3.4,4.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, Hispanic",2022,5.2,4.4,6.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, Hispanic",2023,5.2,4.5,6.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, Hispanic",2024,6.0,5.3,6.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, Hispanic, Mexican",2019,4.3,3.4,5.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, Hispanic, Mexican",2020,5.1,3.9,6.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, Hispanic, Mexican",2021,3.2,2.5,4.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, Hispanic, Mexican",2022,5.1,4.1,6.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, Hispanic, Mexican",2023,5.3,4.4,6.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, Hispanic, Mexican",2024,5.1,4.2,6.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, non-Hispanic",2019,4.3,4.0,4.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, non-Hispanic",2020,4.1,3.8,4.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, non-Hispanic",2021,4.2,3.9,4.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, non-Hispanic",2022,5.0,4.6,5.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, non-Hispanic",2023,5.5,5.2,5.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"All races, non-Hispanic",2024,5.8,5.5,6.2,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Black only, non-Hispanic",2019,4.3,3.4,5.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Black only, non-Hispanic",2020,4.5,3.5,5.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Black only, non-Hispanic",2021,4.0,3.1,5.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Black only, non-Hispanic",2022,5.2,4.2,6.4,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Black only, non-Hispanic",2023,5.5,4.5,6.7,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Black only, non-Hispanic",2024,5.7,4.6,6.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"White only, non-Hispanic",2019,4.4,4.0,4.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"White only, non-Hispanic",2020,4.2,3.8,4.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"White only, non-Hispanic",2021,4.4,4.0,4.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"White only, non-Hispanic",2022,5.1,4.7,5.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"White only, non-Hispanic",2023,5.6,5.2,6.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"White only, non-Hispanic",2024,6.1,5.6,6.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",2019,3.5,2.7,4.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",2020,3.0,2.2,4.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",2021,3.3,2.5,4.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",2022,4.0,3.1,5.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",2023,5.4,4.3,6.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Race and Hispanic origin,"Other races, non-Hispanic",2024,4.5,3.6,5.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sex,Female,2019,6.0,5.6,6.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sex,Female,2020,5.8,5.3,6.3,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sex,Female,2021,5.6,5.2,6.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sex,Female,2022,6.5,6.0,7.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sex,Female,2023,7.2,6.7,7.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sex,Female,2024,8.1,7.6,8.6,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sex,Male,2019,2.6,2.2,2.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sex,Male,2020,2.7,2.3,3.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sex,Male,2021,2.7,2.4,3.1,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sex,Male,2022,3.4,3.0,3.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sex,Male,2023,3.6,3.3,4.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sex,Male,2024,3.5,3.2,3.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Bisexual,2019,22.1,17.6,27.2,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Bisexual,2020,24.2,19.1,30.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Bisexual,2021,24.6,20.1,29.5,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Bisexual,2022,20.7,16.9,24.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Bisexual,2023,26.3,22.0,31.0,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Bisexual,2024,28.5,24.4,32.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Gay or Lesbian,2019,7.0,4.1,10.9,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Gay or Lesbian,2020,5.9,3.3,9.8,No Mental Health Care
Did not get needed mental health care due to cost,Healthcare access and quality,Demographic Characteristic,Sexual orientation,Gay or Lesbian,2021,10.4,7.3,14.2,No Mental Health Care
